"trial","condition","onset","RT","response","reversed","syllables","item","subjectID","run","instruction","construct"
33,6,214.504,1.036,1,0,2,"nervous","FP029","run2","change","ill-being"
34,5,219.826,1.361,1,1,4,"isolated","FP029","run2","change","social"
35,4,224.77,1.097,1,0,3,"achieve goals","FP029","run2","change","well-being"
36,4,229.716,1.071,1,0,5,"interested in life","FP029","run2","change","well-being"
1,3,5.062,2.206,2,0,5,"unable to cope","FP030","run1","self","ill-being"
2,3,10.046,1.734,2,0,1,"sad","FP030","run1","self","ill-being"
3,2,15.229,1.583,1,0,5,"comfortable with friends","FP030","run1","self","social"
4,2,20.173,2.056,1,0,6,"belong in social group","FP030","run1","self","social"
5,1,25.343,1.845,1,0,6,"live a meaningful life","FP030","run1","self","well-being"
6,1,30.295,1.517,1,0,5,"interested in life","FP030","run1","self","well-being"
7,4,44.958,2.086,2,0,6,"live a purposeful life","FP030","run1","change","well-being"
8,4,49.911,1.917,1,0,5,"satisfied with life","FP030","run1","change","well-being"
9,6,54.895,1.901,2,0,2,"nervous","FP030","run1","change","ill-being"
10,6,59.996,1.872,1,0,3,"overwhelmed","FP030","run1","change","ill-being"
11,5,65.012,1.776,2,0,3,"am cared for","FP030","run1","change","social"
12,6,69.959,2.086,1,0,3,"feel useless","FP030","run1","change","ill-being"
13,3,84.611,1.529,2,0,2,"lonely","FP030","run1","self","ill-being"
14,3,89.589,1.231,1,0,1,"stressed","FP030","run1","self","ill-being"
15,1,94.911,1.094,1,0,2,"joyful","FP030","run1","self","well-being"
16,1,99.895,1.462,1,0,3,"like myself","FP030","run1","self","well-being"
17,2,105.217,1.307,2,1,4,"isolated","FP030","run1","self","social"
18,3,110.194,1.338,1,0,2,"fearful","FP030","run1","self","ill-being"
19,6,124.928,1.845,1,0,5,"feel unimportant","FP030","run1","change","ill-being"
20,4,129.868,1.889,2,0,3,"achieve goals","FP030","run1","change","well-being"
21,5,134.822,2.75,2,0,7,"have trusting relationships","FP030","run1","change","social"
22,5,139.81,2.075,1,1,2,"angry","FP030","run1","change","social"
23,4,144.761,2.243,1,0,4,"engaged in tasks","FP030","run1","change","well-being"
24,6,149.71,2.374,1,0,4,"feel rejected","FP030","run1","change","ill-being"
25,2,164.527,1.942,2,0,3,"helped by friends","FP030","run1","self","social"
26,1,169.511,1.461,1,0,1,"proud","FP030","run1","self","well-being"
27,1,174.494,0.974,1,0,2,"happy","FP030","run1","self","well-being"
28,3,179.437,1.543,2,0,3,"feel worthless","FP030","run1","self","ill-being"
29,2,184.424,1.06,1,0,3,"have good friends","FP030","run1","self","social"
30,2,189.444,0.96,1,0,1,"loved","FP030","run1","self","social"
31,5,204.177,3.411,2,0,6,"have warm relationships","FP030","run1","change","social"
32,5,209.275,NA,0,0,4,"feel encouraged","FP030","run1","change","social"
33,6,214.26,2.088,1,0,2,"anxious","FP030","run1","change","ill-being"
34,5,219.199,1.781,1,0,2,"trusted","FP030","run1","change","social"
35,4,224.219,2.322,1,0,3,"positive","FP030","run1","change","well-being"
36,4,229.539,1.641,2,0,2,"hopeful","FP030","run1","change","well-being"
1,3,5.055,1.311,1,0,2,"nervous","FP030","run2","self","ill-being"
2,3,10.042,1.052,1,0,3,"overwhelmed","FP030","run2","self","ill-being"
3,2,14.996,1.074,1,0,3,"am cared for","FP030","run2","self","social"
4,2,20.029,2.298,1,0,7,"have trusting relationships","FP030","run2","self","social"
5,1,24.97,1.229,1,0,6,"live a purposeful life","FP030","run2","self","well-being"
6,1,29.99,1.656,1,0,5,"satisfied with life","FP030","run2","self","well-being"
7,4,44.695,2.448,1,0,6,"live a meaningful life","FP030","run2","change","well-being"
8,4,49.711,1.623,1,0,5,"interested in life","FP030","run2","change","well-being"
9,6,54.692,1.994,2,0,5,"unable to cope","FP030","run2","change","ill-being"
10,6,59.678,1.432,1,0,1,"sad","FP030","run2","change","ill-being"
11,5,64.661,2.137,2,0,5,"comfortable with friends","FP030","run2","change","social"
12,6,69.752,1.766,1,0,2,"lonely","FP030","run2","change","ill-being"
13,3,84.461,1.657,2,0,3,"feel useless","FP030","run2","self","ill-being"
14,3,89.444,1.386,2,0,5,"feel unimportant","FP030","run2","self","ill-being"
15,1,94.386,1.092,1,0,3,"achieve goals","FP030","run2","self","well-being"
16,1,99.328,1.454,1,0,4,"engaged in tasks","FP030","run2","self","well-being"
17,2,104.276,1.298,2,1,2,"angry","FP030","run2","self","social"
18,3,109.444,1.986,2,0,4,"feel rejected","FP030","run2","self","ill-being"
19,6,124.257,1.989,1,0,1,"stressed","FP030","run2","change","ill-being"
20,4,129.21,1.916,2,0,2,"joyful","FP030","run2","change","well-being"
21,5,134.194,2.301,2,0,6,"belong in social group","FP030","run2","change","social"
22,5,139.134,1.592,1,1,4,"isolated","FP030","run2","change","social"
23,4,144.156,1.819,1,0,3,"like myself","FP030","run2","change","well-being"
24,6,149.176,1.542,2,0,2,"fearful","FP030","run2","change","ill-being"
25,2,163.836,2.002,1,0,6,"have warm relationships","FP030","run2","self","social"
26,1,169.156,1.05,1,0,3,"positive","FP030","run2","self","well-being"
27,1,174.144,1.071,1,0,2,"hopeful","FP030","run2","self","well-being"
28,3,179.093,1.361,1,0,2,"anxious","FP030","run2","self","ill-being"
29,2,184.043,1.123,1,0,4,"feel encouraged","FP030","run2","self","social"
30,2,189.059,1.323,1,0,2,"trusted","FP030","run2","self","social"
31,5,203.793,2.054,1,0,3,"helped by friends","FP030","run2","change","social"
32,5,209.118,2.376,1,0,3,"have good friends","FP030","run2","change","social"
33,6,214.289,2.181,2,0,3,"feel worthless","FP030","run2","change","ill-being"
34,5,219.276,1.106,1,0,1,"loved","FP030","run2","change","social"
35,4,224.259,2.323,1,0,1,"proud","FP030","run2","change","well-being"
36,4,229.35,1.457,1,0,2,"happy","FP030","run2","change","well-being"
1,3,5.067,1.553,2,0,1,"sad","FP031","run1","self","ill-being"
2,3,10.406,2.486,1,0,2,"anxious","FP031","run1","self","ill-being"
3,2,15.378,1.178,2,1,2,"angry","FP031","run1","self","social"
4,2,20.351,1.245,1,0,3,"have good friends","FP031","run1","self","social"
5,1,25.473,1.187,1,0,5,"satisfied with life","FP031","run1","self","well-being"
6,1,30.446,1.223,1,0,2,"joyful","FP031","run1","self","well-being"
7,4,45.346,1.882,1,0,6,"live a purposeful life","FP031","run1","change","well-being"
8,4,50.352,3.405,1,0,1,"proud","FP031","run1","change","well-being"
9,6,55.391,2.334,1,0,4,"feel rejected","FP031","run1","change","ill-being"
10,6,60.43,3.319,2,0,5,"unable to cope","FP031","run1","change","ill-being"
11,5,65.435,2.585,1,0,2,"trusted","FP031","run1","change","social"
12,6,70.424,2.332,1,0,2,"lonely","FP031","run1","change","ill-being"
13,3,85.158,1.51,2,0,3,"feel worthless","FP031","run1","self","ill-being"
14,3,90.147,1.921,2,0,1,"stressed","FP031","run1","self","ill-being"
15,1,95.152,1.148,1,0,6,"live a meaningful life","FP031","run1","self","well-being"
16,1,100.492,0.866,1,0,2,"hopeful","FP031","run1","self","well-being"
17,2,105.448,2.133,1,0,4,"feel encouraged","FP031","run1","self","social"
18,3,110.453,1.679,2,0,3,"feel useless","FP031","run1","self","ill-being"
19,6,125.287,3.078,2,0,2,"fearful","FP031","run1","change","ill-being"
20,4,130.309,2.351,1,0,3,"achieve goals","FP031","run1","change","well-being"
21,5,135.432,1.965,1,0,7,"have trusting relationships","FP031","run1","change","social"
22,5,140.404,2.56,1,0,6,"belong in social group","FP031","run1","change","social"
23,4,145.743,1.749,1,0,4,"engaged in tasks","FP031","run1","change","well-being"
24,6,150.699,3.409,2,0,5,"feel unimportant","FP031","run1","change","ill-being"
25,2,165.432,2.5,1,0,6,"have warm relationships","FP031","run1","self","social"
26,1,170.388,1.744,1,0,2,"happy","FP031","run1","self","well-being"
27,1,175.577,2.587,2,0,3,"like myself","FP031","run1","self","well-being"
28,3,180.566,1.974,2,0,3,"overwhelmed","FP031","run1","self","ill-being"
29,2,185.572,2.8,2,0,3,"helped by friends","FP031","run1","self","social"
30,2,190.611,0.889,1,0,3,"am cared for","FP031","run1","self","social"
31,5,205.328,1.853,1,1,4,"isolated","FP031","run1","change","social"
32,5,210.283,2.153,1,0,5,"comfortable with friends","FP031","run1","change","social"
33,6,215.239,1.357,2,0,2,"nervous","FP031","run1","change","ill-being"
34,5,220.211,1.473,1,0,1,"loved","FP031","run1","change","social"
35,4,225.167,2.245,1,0,5,"interested in life","FP031","run1","change","well-being"
36,4,230.206,2.359,1,0,3,"positive","FP031","run1","change","well-being"
1,3,5.067,1.987,2,0,4,"feel rejected","FP031","run2","self","ill-being"
2,3,10.073,2.205,2,0,5,"unable to cope","FP031","run2","self","ill-being"
3,2,15.028,1.265,1,0,2,"trusted","FP031","run2","self","social"
4,2,20.001,1.429,1,0,7,"have trusting relationships","FP031","run2","self","social"
5,1,25.04,1.494,1,0,6,"live a purposeful life","FP031","run2","self","well-being"
6,1,30.079,2.447,2,0,1,"proud","FP031","run2","self","well-being"
7,4,44.812,3.793,2,0,5,"satisfied with life","FP031","run2","change","well-being"
8,4,49.801,2.78,1,0,2,"joyful","FP031","run2","change","well-being"
9,6,54.774,1.28,1,0,1,"sad","FP031","run2","change","ill-being"
10,6,59.729,1.252,1,0,2,"anxious","FP031","run2","change","ill-being"
11,5,64.768,2.053,1,1,2,"angry","FP031","run2","change","social"
12,6,69.958,2.224,1,0,3,"feel worthless","FP031","run2","change","ill-being"
13,3,84.641,1.957,2,0,2,"lonely","FP031","run2","self","ill-being"
14,3,89.597,1.257,2,0,2,"fearful","FP031","run2","self","ill-being"
15,1,94.552,2.206,2,0,3,"achieve goals","FP031","run2","self","well-being"
16,1,99.558,0.96,1,0,4,"engaged in tasks","FP031","run2","self","well-being"
17,2,104.897,0.788,1,0,6,"belong in social group","FP031","run2","self","social"
18,3,110.237,1.505,2,0,5,"feel unimportant","FP031","run2","self","ill-being"
19,6,125.053,1.728,1,0,1,"stressed","FP031","run2","change","ill-being"
20,4,130.093,2.385,2,0,6,"live a meaningful life","FP031","run2","change","well-being"
21,5,135.065,2.853,2,0,3,"have good friends","FP031","run2","change","social"
22,5,140.171,1.683,1,0,4,"feel encouraged","FP031","run2","change","social"
23,4,145.21,3.556,1,0,2,"hopeful","FP031","run2","change","well-being"
24,6,150.215,1.43,1,0,3,"feel useless","FP031","run2","change","ill-being"
25,2,165.049,1.373,2,1,4,"isolated","FP031","run2","self","social"
26,1,170.005,1.249,1,0,5,"interested in life","FP031","run2","self","well-being"
27,1,174.96,1.03,1,0,3,"positive","FP031","run2","self","well-being"
28,3,179.966,1.112,2,0,2,"nervous","FP031","run2","self","ill-being"
29,2,184.972,0.954,1,0,5,"comfortable with friends","FP031","run2","self","social"
30,2,190.077,1.44,1,0,1,"loved","FP031","run2","self","social"
31,5,204.794,2.692,1,0,6,"have warm relationships","FP031","run2","change","social"
32,5,209.766,3.343,1,0,3,"helped by friends","FP031","run2","change","social"
33,6,214.789,2.449,1,0,3,"overwhelmed","FP031","run2","change","ill-being"
34,5,220.128,2.75,2,0,3,"am cared for","FP031","run2","change","social"
35,4,225.134,2.352,1,0,2,"happy","FP031","run2","change","well-being"
36,4,230.123,1.931,1,0,3,"like myself","FP031","run2","change","well-being"
1,3,5.064,1.288,2,0,2,"lonely","FP032","run1","self","ill-being"
2,3,10.1,1.644,2,0,3,"feel worthless","FP032","run1","self","ill-being"
3,2,15.051,1.325,1,0,5,"comfortable with friends","FP032","run1","self","social"
4,2,20.034,1.709,1,0,1,"loved","FP032","run1","self","social"
5,1,25.06,1.948,1,0,6,"live a meaningful life","FP032","run1","self","well-being"
6,1,30.08,1.568,1,0,3,"positive","FP032","run1","self","well-being"
7,4,44.751,2.553,1,0,3,"like myself","FP032","run1","change","well-being"
8,4,49.734,2.873,1,0,2,"joyful","FP032","run1","change","well-being"
9,6,55.066,2.094,1,0,3,"overwhelmed","FP032","run1","change","ill-being"
10,6,60.051,2.188,2,0,2,"anxious","FP032","run1","change","ill-being"
11,5,65.223,2.817,1,0,2,"trusted","FP032","run1","change","social"
12,6,70.177,2.215,1,0,3,"feel useless","FP032","run1","change","ill-being"
13,3,84.917,1.867,2,0,4,"feel rejected","FP032","run1","self","ill-being"
14,3,90.007,1.889,1,0,1,"stressed","FP032","run1","self","ill-being"
15,1,95.1,1.924,1,0,6,"live a purposeful life","FP032","run1","self","well-being"
16,1,100.048,1.616,1,0,2,"hopeful","FP032","run1","self","well-being"
17,2,105,1.64,2,1,2,"angry","FP032","run1","self","social"
18,3,110.322,2.286,1,0,5,"unable to cope","FP032","run1","self","ill-being"
19,6,125.217,1.959,1,0,2,"fearful","FP032","run1","change","ill-being"
20,4,130.166,2.954,2,0,1,"proud","FP032","run1","change","well-being"
21,5,135.189,2.891,1,0,6,"have warm relationships","FP032","run1","change","social"
22,5,140.211,2.189,1,0,3,"have good friends","FP032","run1","change","social"
23,4,145.197,3.098,2,0,4,"engaged in tasks","FP032","run1","change","well-being"
24,6,150.183,1.889,1,0,1,"sad","FP032","run1","change","ill-being"
25,2,164.883,1.485,1,0,3,"helped by friends","FP032","run1","self","social"
26,1,169.981,1.642,1,0,5,"interested in life","FP032","run1","self","well-being"
27,1,174.933,1.635,1,0,3,"achieve goals","FP032","run1","self","well-being"
28,3,179.883,1.877,2,0,2,"nervous","FP032","run1","self","ill-being"
29,2,184.866,1.549,1,0,6,"belong in social group","FP032","run1","self","social"
30,2,189.863,2.041,1,0,7,"have trusting relationships","FP032","run1","self","social"
31,5,204.533,2.475,1,1,4,"isolated","FP032","run1","change","social"
32,5,209.476,3.492,2,0,4,"feel encouraged","FP032","run1","change","social"
33,6,214.429,2.514,1,0,5,"feel unimportant","FP032","run1","change","ill-being"
34,5,219.766,2.834,1,0,3,"am cared for","FP032","run1","change","social"
35,4,224.865,3.046,2,0,5,"satisfied with life","FP032","run1","change","well-being"
36,4,229.849,3.278,1,0,2,"happy","FP032","run1","change","well-being"
1,3,5.064,2.001,1,0,3,"overwhelmed","FP032","run2","self","ill-being"
2,3,10.012,1.157,2,0,2,"anxious","FP032","run2","self","ill-being"
3,2,14.958,1.731,1,0,2,"trusted","FP032","run2","self","social"
4,2,19.911,2.099,1,0,6,"have warm relationships","FP032","run2","self","social"
5,1,25.079,1.563,1,0,3,"like myself","FP032","run2","self","well-being"
6,1,30.402,1.543,1,0,2,"joyful","FP032","run2","self","well-being"
7,4,45.079,2.298,1,0,6,"live a meaningful life","FP032","run2","change","well-being"
8,4,50.095,1.914,2,0,3,"positive","FP032","run2","change","well-being"
9,6,55.078,2.027,1,0,2,"lonely","FP032","run2","change","ill-being"
10,6,60.024,3.146,1,0,3,"feel worthless","FP032","run2","change","ill-being"
11,5,64.976,2.865,1,0,5,"comfortable with friends","FP032","run2","change","social"
12,6,69.998,2.644,1,0,4,"feel rejected","FP032","run2","change","ill-being"
13,3,84.741,1.716,2,0,3,"feel useless","FP032","run2","self","ill-being"
14,3,89.762,1.375,2,0,2,"fearful","FP032","run2","self","ill-being"
15,1,94.745,1.936,1,0,1,"proud","FP032","run2","self","well-being"
16,1,99.768,1.417,1,0,4,"engaged in tasks","FP032","run2","self","well-being"
17,2,104.861,1.156,1,0,3,"have good friends","FP032","run2","self","social"
18,3,109.959,1.314,2,0,1,"sad","FP032","run2","self","ill-being"
19,6,124.627,2.134,1,0,1,"stressed","FP032","run2","change","ill-being"
20,4,129.61,2.375,1,0,6,"live a purposeful life","FP032","run2","change","well-being"
21,5,134.56,3.097,2,0,1,"loved","FP032","run2","change","social"
22,5,139.511,2.57,2,1,2,"angry","FP032","run2","change","social"
23,4,144.461,2.516,2,0,2,"hopeful","FP032","run2","change","well-being"
24,6,149.478,2.028,1,0,5,"unable to cope","FP032","run2","change","ill-being"
25,2,164.144,1.241,2,1,4,"isolated","FP032","run2","self","social"
26,1,169.244,1.349,1,0,5,"satisfied with life","FP032","run2","self","well-being"
27,1,174.222,1.044,1,0,2,"happy","FP032","run2","self","well-being"
28,3,179.209,1.681,2,0,5,"feel unimportant","FP032","run2","self","ill-being"
29,2,184.193,1.392,1,0,4,"feel encouraged","FP032","run2","self","social"
30,2,189.216,1.113,1,0,3,"am cared for","FP032","run2","self","social"
31,5,204.26,1.981,1,0,3,"helped by friends","FP032","run2","change","social"
32,5,209.243,3.062,2,0,6,"belong in social group","FP032","run2","change","social"
33,6,214.226,2.751,2,0,2,"nervous","FP032","run2","change","ill-being"
34,5,219.221,3.068,1,0,7,"have trusting relationships","FP032","run2","change","social"
35,4,224.208,2.985,1,0,5,"interested in life","FP032","run2","change","well-being"
36,4,229.543,2.194,2,0,3,"achieve goals","FP032","run2","change","well-being"
1,3,5.05,1.589,2,0,2,"nervous","FP033","run1","self","ill-being"
2,3,10.037,1.451,2,0,3,"overwhelmed","FP033","run1","self","ill-being"
3,2,15.36,1.239,1,0,3,"am cared for","FP033","run1","self","social"
4,2,20.377,1.206,2,1,4,"isolated","FP033","run1","self","social"
5,1,25.361,1.582,1,0,6,"live a meaningful life","FP033","run1","self","well-being"
6,1,30.344,0.743,1,0,3,"positive","FP033","run1","self","well-being"
7,4,45.394,2.013,2,0,1,"proud","FP033","run1","change","well-being"
8,4,50.377,1.87,1,0,5,"satisfied with life","FP033","run1","change","well-being"
9,6,55.403,1.86,1,0,4,"feel rejected","FP033","run1","change","ill-being"
10,6,60.357,1.362,1,0,5,"feel unimportant","FP033","run1","change","ill-being"
11,5,65.343,2.001,1,0,7,"have trusting relationships","FP033","run1","change","social"
12,6,70.36,1.04,1,0,1,"sad","FP033","run1","change","ill-being"
13,3,85.025,2.023,2,0,2,"fearful","FP033","run1","self","ill-being"
14,3,89.977,1.15,1,0,2,"anxious","FP033","run1","self","ill-being"
15,1,94.998,1.25,1,0,4,"engaged in tasks","FP033","run1","self","well-being"
16,1,100.094,1.954,1,0,3,"achieve goals","FP033","run1","self","well-being"
17,2,105.193,1.447,1,0,5,"comfortable with friends","FP033","run1","self","social"
18,3,110.142,1.217,1,0,2,"lonely","FP033","run1","self","ill-being"
19,6,124.81,1.501,2,0,3,"feel worthless","FP033","run1","change","ill-being"
20,4,129.991,1.545,1,0,3,"like myself","FP033","run1","change","well-being"
21,5,134.976,1.048,1,1,2,"angry","FP033","run1","change","social"
